Dataset,number_bands,beta,rep,accuracy
paviaU,6,1.0,6,0.8165926387698382
paviaU,6,3.0,6,0.7814748435024287
paviaU,6,5.0,6,0.8149302579287774
paviaU,6,10.0,6,0.8280474817527728
paviaU,6,1.0,7,0.8124886360684693
paviaU,6,3.0,7,0.786410036624328
paviaU,6,5.0,7,0.8058650874048676
paviaU,6,10.0,7,0.8303852048105146
paviaU,6,1.0,8,0.8203589703628665
paviaU,6,3.0,8,0.7970596638873737
paviaU,6,5.0,8,0.8224888958154757
paviaU,6,10.0,8,0.8292423179822852
paviaU,6,1.0,9,0.805787163302943
paviaU,6,3.0,9,0.7922803189693238
paviaU,6,5.0,9,0.7991376399386997
paviaU,6,10.0,9,0.8280474817527728
paviaU,8,1.0,0,0.82602145510273
paviaU,8,3.0,0,0.8407231356658614
paviaU,8,5.0,0,0.7989298423335671
paviaU,8,10.0,0,0.8624120107015767
paviaU,8,1.0,1,0.8161510688589314
paviaU,8,3.0,1,0.8346450557157329
paviaU,8,5.0,1,0.8020208317099146
paviaU,8,10.0,1,0.8624120107015767
paviaU,8,1.0,2,0.8426192888126964
paviaU,8,3.0,2,0.8040468583599574
paviaU,8,5.0,2,0.8361775630535858
paviaU,8,10.0,2,0.8539182835917816
paviaU,8,1.0,3,0.8295799890906257
paviaU,8,3.0,3,0.8295280396893426
paviaU,8,5.0,3,0.8426712382139796
paviaU,8,10.0,3,0.8605937816566664
paviaU,8,1.0,4,0.8188264630250136
paviaU,8,3.0,4,0.8354502714356217
paviaU,8,5.0,4,0.8290604950777942
paviaU,8,10.0,4,0.853710485986649
paviaU,8,1.0,5,0.8368269305696252
paviaU,8,3.0,5,0.8145666121197953
paviaU,8,5.0,5,0.8174238291903686
paviaU,8,10.0,5,0.8552949427257851
paviaU,8,1.0,6,0.8200732486558092
paviaU,8,3.0,6,0.815319878438401
paviaU,8,5.0,6,0.8193459570378452
paviaU,8,10.0,6,0.8516065352346814
paviaU,8,1.0,7,0.8197096028468271
paviaU,8,3.0,7,0.8223849970129095
paviaU,8,5.0,7,0.8187225642224474
paviaU,8,10.0,7,0.8609314527650069
paviaU,8,1.0,8,0.8241772513571781
paviaU,8,3.0,8,0.8060469103093587
paviaU,8,5.0,8,0.8168264110756124
paviaU,8,10.0,8,0.863425024026598
paviaU,8,1.0,9,0.8218914777007195
paviaU,8,3.0,9,0.8060469103093587
paviaU,8,5.0,9,0.8306449518169303
paviaU,8,10.0,9,0.8589833502168888
paviaU,10,1.0,0,0.8512169147250578
paviaU,10,3.0,0,0.8414504272838256
paviaU,10,5.0,0,0.8389049066209512
paviaU,10,10.0,0,0.8688797111613289
paviaU,10,1.0,1,0.8470609626224058
paviaU,10,3.0,1,0.8437362009402841
paviaU,10,5.0,1,0.8559962596431077
paviaU,10,10.0,1,0.8692173822696694
paviaU,10,1.0,2,0.8836852905270267
paviaU,10,3.0,2,0.8461258733993091
paviaU,10,5.0,2,0.8583080080002078
paviaU,10,10.0,2,0.87186680173511
paviaU,10,1.0,3,0.8555027403309177
paviaU,10,3.0,3,0.840749110366503
paviaU,10,5.0,3,0.8506454713109431
paviaU,10,10.0,3,0.8622561624977272
paviaU,10,1.0,4,0.8723862957479415
paviaU,10,3.0,4,0.8508272942154341
paviaU,10,5.0,4,0.8664380893010208
paviaU,10,10.0,4,0.8728278656588483
paviaU,10,1.0,5,0.8686978882568378
paviaU,10,3.0,5,0.8363593859580768
paviaU,10,5.0,5,0.8701524714927661
paviaU,10,10.0,5,0.8700745473908413
paviaU,10,1.0,6,0.8469830385204811
paviaU,10,3.0,6,0.8418140730928076
paviaU,10,5.0,6,0.8543079041014052
paviaU,10,10.0,6,0.8711654848177874
paviaU,10,1.0,7,0.8795293384243746
paviaU,10,3.0,7,0.8410608067742019
paviaU,10,5.0,7,0.8416582248889581
paviaU,10,10.0,7,0.8703083196966155
paviaU,10,1.0,8,0.8491129639730902
paviaU,10,3.0,8,0.83641133535936
paviaU,10,5.0,8,0.842645263513338
paviaU,10,10.0,8,0.8752694875191563
paviaU,10,1.0,9,0.8579963115925089
paviaU,10,3.0,9,0.846619392711499
paviaU,10,5.0,9,0.8350866256266396
paviaU,10,10.0,9,0.8704901426011066
paviaU,12,1.0,0,0.8837891893295929
paviaU,12,3.0,0,0.8929063092547859
paviaU,12,5.0,0,0.8871659004129977
paviaU,12,10.0,0,0.8792695914179589
paviaU,12,1.0,1,0.8766201719525183
paviaU,12,3.0,1,0.881711213278267
paviaU,12,5.0,1,0.8878672173303203
paviaU,12,10.0,1,0.8846983038520481
paviaU,12,1.0,2,0.8864905581963168
paviaU,12,3.0,2,0.8856853424764279
paviaU,12,5.0,2,0.8685420400529884
paviaU,12,10.0,2,0.8684641159510637
paviaU,12,1.0,3,0.8843086833424245
paviaU,12,3.0,3,0.8845424556481987
paviaU,12,5.0,3,0.8825424036987973
paviaU,12,10.0,3,0.8711135354165043
paviaU,12,1.0,4,0.8806981999532455
paviaU,12,3.0,4,0.8808800228577366
paviaU,12,5.0,4,0.887269799215564
paviaU,12,10.0,4,0.8879711161328866
paviaU,12,1.0,5,0.8819449855840411
paviaU,12,3.0,5,0.8832437206161199
paviaU,12,5.0,5,0.8858152159796359
paviaU,12,10.0,5,0.8784903503987117
paviaU,12,1.0,6,0.8701784461934077
paviaU,12,3.0,6,0.8846203797501234
paviaU,12,5.0,6,0.8811917192654355
paviaU,12,10.0,6,0.8736071066780955
paviaU,12,1.0,7,0.8809319722590198
paviaU,12,3.0,7,0.8842827086417829
paviaU,12,5.0,7,0.8856593677757864
paviaU,12,10.0,7,0.8755292345255721
paviaU,12,1.0,8,0.884152835138575
paviaU,12,3.0,8,0.877737084080106
paviaU,12,5.0,8,0.8806202758513209
paviaU,12,10.0,8,0.8759448297358373
paviaU,12,1.0,9,0.8782306033922959
paviaU,12,3.0,9,0.8800488324372061
paviaU,12,5.0,9,0.8823346060936648
paviaU,12,10.0,9,0.8783345021948622
paviaU,14,1.0,0,0.8692173822696694
paviaU,14,3.0,0,0.8816332891763422
paviaU,14,5.0,0,0.8806202758513209
paviaU,14,10.0,0,0.887945141432245
paviaU,14,1.0,1,0.8733993090729629
paviaU,14,3.0,1,0.8800748071378477
paviaU,14,5.0,1,0.8924127899425959
paviaU,14,10.0,1,0.8838151640302345
paviaU,14,1.0,2,0.8816592638769838
paviaU,14,3.0,2,0.8936336008727499
paviaU,14,5.0,2,0.8904387126938362
paviaU,14,10.0,2,0.8885425595470012
paviaU,14,1.0,3,0.885010000259747
paviaU,14,3.0,3,0.8876334450245461
paviaU,14,5.0,3,0.8940232213823736
paviaU,14,10.0,3,0.8807761240551703
paviaU,14,1.0,4,0.8650094807657341
paviaU,14,3.0,4,0.8928803345541443
paviaU,14,5.0,4,0.8946206394971298
paviaU,14,10.0,4,0.8912699031143666
paviaU,14,1.0,5,0.8698667497857088
paviaU,14,3.0,5,0.892958258656069
paviaU,14,5.0,5,0.884828177355256
paviaU,14,10.0,5,0.876516273149952
paviaU,14,1.0,6,0.8724642198498662
paviaU,14,3.0,6,0.8953479311150939
paviaU,14,5.0,6,0.8927504610509364
paviaU,14,10.0,6,0.8881529390373776
paviaU,14,1.0,7,0.8866983558014494
paviaU,14,3.0,7,0.894542715395205
paviaU,14,5.0,7,0.8924387646432375
paviaU,14,10.0,7,0.8922049923374633
paviaU,14,1.0,8,0.8816592638769838
paviaU,14,3.0,8,0.8984389204914414
paviaU,14,5.0,8,0.8880230655341698
paviaU,14,10.0,8,0.8800748071378477
paviaU,14,1.0,9,0.865996519390114
paviaU,14,3.0,9,0.8964128938413984
paviaU,14,5.0,9,0.8856593677757864
paviaU,14,10.0,9,0.8833735941193278
paviaU,16,1.0,0,0.8962830203381906
paviaU,16,3.0,0,0.8904646873944778
paviaU,16,5.0,0,0.8935297020701837
paviaU,16,10.0,0,0.8855814436738617
paviaU,16,1.0,1,0.8985687939946492
paviaU,16,3.0,1,0.894490765993922
paviaU,16,5.0,1,0.898335021688875
paviaU,16,10.0,1,0.8861009376866932
paviaU,16,1.0,2,0.897114210758721
paviaU,16,3.0,2,0.8966466661471727
paviaU,16,5.0,2,0.8915815995220655
paviaU,16,10.0,2,0.8905945608976856
paviaU,16,1.0,3,0.8973739577651367
paviaU,16,3.0,3,0.8938673731785242
paviaU,16,5.0,3,0.8946985635990545
paviaU,16,10.0,3,0.8955037793189433
paviaU,16,1.0,4,0.9007246941478999
paviaU,16,3.0,4,0.8941271201849399
paviaU,16,5.0,4,0.8948024624016209
paviaU,16,10.0,4,0.8831657965141951
paviaU,16,1.0,5,0.8983609963895166
paviaU,16,3.0,5,0.89643886854204
paviaU,16,5.0,5,0.8997376555235201
paviaU,16,10.0,5,0.8855814436738617
paviaU,16,1.0,6,0.8947245382996961
paviaU,16,3.0,6,0.8876594197251877
paviaU,16,5.0,6,0.8906465102989688
paviaU,16,10.0,6,0.887399672718772
paviaU,16,1.0,7,0.902984493103717
paviaU,16,3.0,7,0.8976337047715525
paviaU,16,5.0,7,0.8951661082106028
paviaU,16,10.0,7,0.8966986155484558
paviaU,16,1.0,8,0.8971921348606458
paviaU,16,3.0,8,0.8849320761578223
paviaU,16,5.0,8,0.8893218005662484
paviaU,16,10.0,8,0.894490765993922
paviaU,16,1.0,9,0.8930881321592768
paviaU,16,3.0,9,0.8949583106054703
paviaU,16,5.0,9,0.8842307592404998
paviaU,16,10.0,9,0.8795293384243746
paviaU,18,1.0,0,0.8977116288734772
paviaU,18,3.0,0,0.9063871788877633
paviaU,18,5.0,0,0.9075820151172758
paviaU,18,10.0,0,0.8821008337878906
paviaU,18,1.0,1,0.8985428192940076
paviaU,18,3.0,1,0.9103353333852827
paviaU,18,5.0,1,0.9118938154237772
paviaU,18,10.0,1,0.8935297020701837
paviaU,18,1.0,2,0.8961791215356243
paviaU,18,3.0,2,0.9141276396789527
paviaU,18,5.0,2,0.908854775448713
paviaU,18,10.0,2,0.8961531468349827
paviaU,18,1.0,3,0.8915556248214239
paviaU,18,3.0,3,0.9087768513467882
paviaU,18,5.0,3,0.9036858100210395
paviaU,18,10.0,3,0.8973739577651367
paviaU,18,1.0,4,0.899867529026728
paviaU,18,3.0,4,0.9122834359334009
paviaU,18,5.0,4,0.9144653107872932
paviaU,18,10.0,4,0.8819190108833995
paviaU,18,1.0,5,0.8946206394971298
paviaU,18,3.0,5,0.9120756383282682
paviaU,18,5.0,5,0.9056858619704408
paviaU,18,10.0,5,0.8923348658406712
paviaU,18,1.0,6,0.9021792773838282
paviaU,18,3.0,6,0.9120236889269852
paviaU,18,5.0,6,0.9136600950674043
paviaU,18,10.0,6,0.8944128418919972
paviaU,18,1.0,7,0.8992441362113301
paviaU,18,3.0,7,0.913374373360347
paviaU,18,5.0,7,0.901451985765864
paviaU,18,10.0,7,0.895036234707395
paviaU,18,1.0,8,0.8920491441336139
paviaU,18,3.0,8,0.9162575651315619
paviaU,18,5.0,8,0.9091145224551287
paviaU,18,10.0,8,0.8855554689732201
paviaU,18,1.0,9,0.8978674770773267
paviaU,18,3.0,9,0.9110106756019637
paviaU,18,5.0,9,0.9086469778435804
paviaU,18,10.0,9,0.8995038832177459
paviaU,20,1.0,0,0.9163614639341282
paviaU,20,3.0,0,0.9075300657159926
paviaU,20,5.0,0,0.9091664718564119
paviaU,20,10.0,0,0.9097638899711681
paviaU,20,1.0,1,0.9136860697680459
paviaU,20,3.0,1,0.914231538481519
paviaU,20,5.0,1,0.9094262188628276
paviaU,20,10.0,1,0.9076339645185589
paviaU,20,1.0,2,0.9161536663289955
paviaU,20,3.0,2,0.9113223720096626
paviaU,20,5.0,2,0.9135821709654797
paviaU,20,10.0,2,0.9041014052313047
paviaU,20,1.0,3,0.9158939193225798
paviaU,20,3.0,3,0.9136081456661213
paviaU,20,5.0,3,0.9117899166212109
paviaU,20,10.0,3,0.9087508766461466
paviaU,20,1.0,4,0.9176082495649238
paviaU,20,3.0,4,0.915088703602691
paviaU,20,5.0,4,0.9142575131821605
paviaU,20,10.0,4,0.8993740097145381
paviaU,20,1.0,5,0.9151666277046157
paviaU,20,3.0,5,0.9090106236525624
paviaU,20,5.0,5,0.9083612561365231
paviaU,20,10.0,5,0.9118158913218525
paviaU,20,1.0,6,0.9183615158835294
paviaU,20,3.0,6,0.9122834359334009
paviaU,20,5.0,6,0.9082833320345983
paviaU,20,10.0,6,0.9036078859191148
paviaU,20,1.0,7,0.9181017688771137
paviaU,20,3.0,7,0.9136081456661213
paviaU,20,5.0,7,0.9115041949141536
paviaU,20,10.0,7,0.9083352814358815
paviaU,20,1.0,8,0.9117379672199278
paviaU,20,3.0,8,0.9138159432712538
paviaU,20,5.0,8,0.9114002961115873
paviaU,20,10.0,8,0.90732226811086
paviaU,20,1.0,9,0.9137899685706122
paviaU,20,3.0,9,0.912699031143666
paviaU,20,5.0,9,0.9059975583781397
paviaU,20,10.0,9,0.907504091015351
paviaU,22,1.0,0,0.9146731083924258
paviaU,22,3.0,0,0.914231538481519
paviaU,22,5.0,0,0.9043611522377205
paviaU,22,10.0,0,0.9078677368243331
paviaU,22,1.0,1,0.9175303254629991
paviaU,22,3.0,1,0.9072183693082937
paviaU,22,5.0,1,0.9072703187095769
paviaU,22,10.0,1,0.9134263227616302
paviaU,22,1.0,2,0.9112444479077378
paviaU,22,3.0,2,0.9105691056910569
paviaU,22,5.0,2,0.9076599392192005
paviaU,22,10.0,2,0.9087508766461466
paviaU,22,1.0,3,0.9099457128756591
paviaU,22,3.0,3,0.9059456089768565
paviaU,22,5.0,3,0.9049585703524767
paviaU,22,10.0,3,0.9078157874230499
paviaU,22,1.0,4,0.916984856749526
paviaU,22,3.0,4,0.9169329073482428
paviaU,22,5.0,4,0.9055040390659498
paviaU,22,10.0,4,0.9119977142263436
paviaU,22,1.0,5,0.9193745292085509
paviaU,22,3.0,5,0.8986207433959323
paviaU,22,5.0,5,0.9054780643653082
paviaU,22,10.0,5,0.9141536143795943
paviaU,22,1.0,6,0.9080755344294656
paviaU,22,3.0,6,0.9026727966960181
paviaU,22,5.0,6,0.9033221642120575
paviaU,22,10.0,6,0.9054780643653082
paviaU,22,1.0,7,0.9159978181251461
paviaU,22,3.0,7,0.9153224759084652
paviaU,22,5.0,7,0.9118678407231356
paviaU,22,10.0,7,0.9139458167744616
paviaU,22,1.0,8,0.9084651549390893
paviaU,22,3.0,8,0.9144912854879348
paviaU,22,5.0,8,0.9116340684173615
paviaU,22,10.0,8,0.9136081456661213
paviaU,22,1.0,9,0.9210888594508948
paviaU,22,3.0,9,0.9024649990908855
paviaU,22,5.0,9,0.9074001922127848
paviaU,22,10.0,9,0.9122574612327593
paviaU,24,1.0,0,0.9117379672199278
paviaU,24,3.0,0,0.9117119925192863
paviaU,24,5.0,0,0.9245694693368659
paviaU,24,10.0,0,0.9144912854879348
paviaU,24,1.0,1,0.9141795890802359
paviaU,24,3.0,1,0.9128289046468739
paviaU,24,5.0,1,0.9158679446219382
paviaU,24,10.0,1,0.9131665757552144
paviaU,24,1.0,2,0.9145172601885764
paviaU,24,3.0,2,0.9165432868386192
paviaU,24,5.0,2,0.9108288526974727
paviaU,24,10.0,2,0.9102314345827164
paviaU,24,1.0,3,0.9129847528507234
paviaU,24,3.0,3,0.9131146263539313
paviaU,24,5.0,3,0.9198680485207408
paviaU,24,10.0,3,0.9160497675264293
paviaU,24,1.0,4,0.9109327515000389
paviaU,24,3.0,4,0.9093742694615444
paviaU,24,5.0,4,0.921686277565651
paviaU,24,10.0,4,0.9155042988129561
paviaU,24,1.0,5,0.9144393360866516
paviaU,24,3.0,5,0.910750928595548
paviaU,24,5.0,5,0.911296397309021
paviaU,24,10.0,5,0.9194005039091925
paviaU,24,1.0,6,0.9096599911686017
paviaU,24,3.0,6,0.9109847009013221
paviaU,24,5.0,6,0.9154783241123146
paviaU,24,10.0,6,0.9115561443154367
paviaU,24,1.0,7,0.9123873347359671
paviaU,24,3.0,7,0.9165692615392608
paviaU,24,5.0,7,0.9029325437024338
paviaU,24,10.0,7,0.9109327515000389
paviaU,24,1.0,8,0.9193225798072677
paviaU,24,3.0,8,0.9217901763682174
paviaU,24,5.0,8,0.9118418660224941
paviaU,24,10.0,8,0.9159198940232214
paviaU,24,1.0,9,0.917348502558508
paviaU,24,3.0,9,0.905244292059534
paviaU,24,5.0,9,0.9168030338450349
paviaU,24,10.0,9,0.9182576170809631
paviaU,26,1.0,0,0.9221018727759163
paviaU,26,3.0,0,0.924075950024676
paviaU,26,5.0,0,0.9238162030182602
paviaU,26,10.0,0,0.915270526507182
paviaU,26,1.0,1,0.9204135172342138
paviaU,26,3.0,1,0.9119977142263436
paviaU,26,5.0,1,0.9149328553988415
paviaU,26,10.0,1,0.9164653627366944
paviaU,26,1.0,2,0.9113223720096626
paviaU,26,3.0,2,0.9244915452349411
paviaU,26,5.0,2,0.9208550871451207
paviaU,26,10.0,2,0.9115041949141536
paviaU,26,1.0,3,0.9209849606483286
paviaU,26,3.0,3,0.9131146263539313
paviaU,26,5.0,3,0.9099197381750175
paviaU,26,10.0,3,0.9212447076547443
paviaU,26,1.0,4,0.9209849606483286
paviaU,26,3.0,4,0.9184654146860958
paviaU,26,5.0,4,0.9154523494116731
paviaU,26,10.0,4,0.919738175017533
paviaU,26,1.0,5,0.9202316943297228
paviaU,26,3.0,5,0.9206992389412711
paviaU,26,5.0,5,0.9249590898464896
paviaU,26,10.0,5,0.9110885997038884
paviaU,26,1.0,6,0.9068806981999532
paviaU,26,3.0,6,0.9218681004701421
paviaU,26,5.0,6,0.9147510324943505
paviaU,26,10.0,6,0.9027247460973012
paviaU,26,1.0,7,0.9199459726226655
paviaU,26,3.0,7,0.9200758461258735
paviaU,26,5.0,7,0.9085430790410141
paviaU,26,10.0,7,0.9118158913218525
paviaU,26,1.0,8,0.9206732642406297
paviaU,26,3.0,8,0.9190888075014936
paviaU,26,5.0,8,0.9149848048001247
paviaU,26,10.0,8,0.9165432868386192
paviaU,26,1.0,9,0.9208291124444791
paviaU,26,3.0,9,0.9133224239590638
paviaU,26,5.0,9,0.9194524533104756
paviaU,26,10.0,9,0.9163354892334866
paviaU,28,1.0,0,0.9200498714252319
paviaU,28,3.0,0,0.9173744772591496
paviaU,28,5.0,0,0.9209330112470454
paviaU,28,10.0,0,0.9195044027117587
paviaU,28,1.0,1,0.913867892672537
paviaU,28,3.0,1,0.9247512922413569
paviaU,28,5.0,1,0.921322631756669
paviaU,28,10.0,1,0.9134263227616302
paviaU,28,1.0,2,0.9138419179718954
paviaU,28,3.0,2,0.9203096184316476
paviaU,28,5.0,2,0.9208031377438375
paviaU,28,10.0,2,0.9138938673731786
paviaU,28,1.0,3,0.9145692095898594
paviaU,28,3.0,3,0.9183355411828878
paviaU,28,5.0,3,0.9236343801137692
paviaU,28,10.0,3,0.9243097223304502
paviaU,28,1.0,4,0.9184394399854542
paviaU,28,3.0,4,0.9227512402919557
paviaU,28,5.0,4,0.925660406763812
paviaU,28,10.0,4,0.9179199459726227
paviaU,28,1.0,5,0.912517208239175
paviaU,28,3.0,5,0.9226213667887477
paviaU,28,5.0,5,0.9202316943297228
paviaU,28,10.0,5,0.9226992908906725
paviaU,28,1.0,6,0.9183095664822463
paviaU,28,3.0,6,0.9198420738200992
paviaU,28,5.0,6,0.918023844775189
paviaU,28,10.0,6,0.9218940751707837
paviaU,28,1.0,7,0.9164653627366944
paviaU,28,3.0,7,0.9283358009298943
paviaU,28,5.0,7,0.9220758980752747
paviaU,28,10.0,7,0.927374737006156
paviaU,28,1.0,8,0.9175303254629991
paviaU,28,3.0,8,0.9184134652848126
paviaU,28,5.0,8,0.9224655185848983
paviaU,28,10.0,8,0.9186991869918699
paviaU,28,1.0,9,0.9152965012078236
paviaU,28,3.0,9,0.9208810618457622
paviaU,28,5.0,9,0.9146471336917842
paviaU,28,10.0,9,0.918569313488662
paviaU,30,1.0,0,0.9140756902776696
paviaU,30,3.0,0,0.9204135172342138
paviaU,30,5.0,0,0.922179796877841
paviaU,30,10.0,0,0.92150445466116
paviaU,30,1.0,1,0.9227772149925972
paviaU,30,3.0,1,0.9229330631964466
paviaU,30,5.0,1,0.9124912335385335
paviaU,30,10.0,1,0.927556559910647
paviaU,30,1.0,2,0.9251928621522637
paviaU,30,3.0,2,0.9205693654380633
paviaU,30,5.0,2,0.9116340684173615
paviaU,30,10.0,2,0.9210888594508948
paviaU,30,1.0,3,0.9232447596041455
paviaU,30,3.0,3,0.9204135172342138
paviaU,30,5.0,3,0.9278163069170627
paviaU,30,10.0,3,0.9245175199355827
paviaU,30,1.0,4,0.9245694693368659
paviaU,30,3.0,4,0.9287513961401594
paviaU,30,5.0,4,0.9265175718849841
paviaU,30,10.0,4,0.9213745811579521
paviaU,30,1.0,5,0.91771214836749
paviaU,30,3.0,5,0.9238162030182602
paviaU,30,5.0,5,0.9272708382035897
paviaU,30,10.0,5,0.9168809579469597
paviaU,30,1.0,6,0.9191667316034182
paviaU,30,3.0,6,0.9213745811579521
paviaU,30,5.0,6,0.927556559910647
paviaU,30,10.0,6,0.9229330631964466
paviaU,30,1.0,7,0.9195303774124003
paviaU,30,3.0,7,0.9222836956804072
paviaU,30,5.0,7,0.9262578248785682
paviaU,30,10.0,7,0.9172186290553002
paviaU,30,1.0,8,0.9224914932855399
paviaU,30,3.0,8,0.9246993428400738
paviaU,30,5.0,8,0.9220758980752747
paviaU,30,10.0,8,0.9250629886490558
paviaU,30,1.0,9,0.9221018727759163
paviaU,30,3.0,9,0.9242837476298086
paviaU,30,5.0,9,0.9203615678329308
paviaU,30,10.0,9,0.9282578768279696
paviaU,32,1.0,0,0.923712304215694
paviaU,32,3.0,0,0.9272188888023065
paviaU,32,5.0,0,0.9250110392477726
paviaU,32,10.0,0,0.9279461804202707
paviaU,32,1.0,1,0.9271929141016649
paviaU,32,3.0,1,0.9277643575157797
paviaU,32,5.0,1,0.9236863295150524
paviaU,32,10.0,1,0.9228811137951635
paviaU,32,1.0,2,0.9244655705342996
paviaU,32,3.0,2,0.9266474453881919
paviaU,32,5.0,2,0.9258941790695863
paviaU,32,10.0,2,0.92150445466116
paviaU,32,1.0,3,0.9231408608015793
paviaU,32,3.0,3,0.92480324164264
paviaU,32,5.0,3,0.9277643575157797
paviaU,32,10.0,3,0.9256863814644536
paviaU,32,1.0,4,0.9233226837060703
paviaU,32,3.0,4,0.9255305332606042
paviaU,32,5.0,4,0.9199719473233071
paviaU,32,10.0,4,0.9202057196290813
paviaU,32,1.0,5,0.9221278474765578
paviaU,32,3.0,5,0.9275046105093638
paviaU,32,5.0,5,0.9227772149925972
paviaU,32,10.0,5,0.9231408608015793
paviaU,32,1.0,6,0.919608301514325
paviaU,32,3.0,6,0.9276085093119302
paviaU,32,5.0,6,0.9239980259227513
paviaU,32,10.0,6,0.9257902802670199
paviaU,32,1.0,7,0.9245694693368659
paviaU,32,3.0,7,0.9226992908906725
paviaU,32,5.0,7,0.917348502558508
paviaU,32,10.0,7,0.9211927582534611
paviaU,32,1.0,8,0.9226733161900309
paviaU,32,3.0,8,0.9276344840125718
paviaU,32,5.0,8,0.9207252136419127
paviaU,32,10.0,8,0.923218784903504
paviaU,32,1.0,9,0.9223096703810488
paviaU,32,3.0,9,0.9232707343047871
paviaU,32,5.0,9,0.9266734200888335
paviaU,32,10.0,9,0.9237642536169771
paviaU,34,1.0,0,0.9262318501779268
paviaU,34,3.0,0,0.9230629366996546
paviaU,34,5.0,0,0.9172965531572249
paviaU,34,10.0,0,0.9187511363931531
paviaU,34,1.0,1,0.9266474453881919
paviaU,34,3.0,1,0.9270890152990987
paviaU,34,5.0,1,0.9194524533104756
paviaU,34,10.0,1,0.9270370658978155
paviaU,34,1.0,2,0.9199719473233071
paviaU,34,3.0,2,0.9255045585599626
paviaU,34,5.0,2,0.9223096703810488
paviaU,34,10.0,2,0.9260240525727941
paviaU,34,1.0,3,0.9274786358087223
paviaU,34,3.0,3,0.9265695212862671
paviaU,34,5.0,3,0.9141016649783111
paviaU,34,10.0,3,0.9206213148393465
paviaU,34,1.0,4,0.9279721551209122
paviaU,34,3.0,4,0.9266474453881919
paviaU,34,5.0,4,0.92150445466116
paviaU,34,10.0,4,0.914595184290501
paviaU,34,1.0,5,0.9239720512221097
paviaU,34,3.0,5,0.9266474453881919
paviaU,34,5.0,5,0.9246473934387907
paviaU,34,10.0,5,0.9267253694901166
paviaU,34,1.0,6,0.9255045585599626
paviaU,34,3.0,6,0.9263097742798514
paviaU,34,5.0,6,0.9234785319099197
paviaU,34,10.0,6,0.9255305332606042
paviaU,34,1.0,7,0.9225953920881061
paviaU,34,3.0,7,0.9282838515286111
paviaU,34,5.0,7,0.9233746331073535
paviaU,34,10.0,7,0.9240499753240344
paviaU,34,1.0,8,0.9214265305592353
paviaU,34,3.0,8,0.9262058754772852
paviaU,34,5.0,8,0.9272188888023065
paviaU,34,10.0,8,0.9283877503311775
paviaU,34,1.0,9,0.919738175017533
paviaU,34,3.0,9,0.928907244344009
paviaU,34,5.0,9,0.9195044027117587
paviaU,34,10.0,9,0.9215304293618016
paviaU,36,1.0,0,0.9208291124444791
paviaU,36,3.0,0,0.9285695732356685
paviaU,36,5.0,0,0.9245694693368659
paviaU,36,10.0,0,0.9263097742798514
paviaU,36,1.0,1,0.9295046624587652
paviaU,36,3.0,1,0.930309878178654
paviaU,36,5.0,1,0.9187511363931531
paviaU,36,10.0,1,0.9252707862541885
paviaU,36,1.0,2,0.9315566638094496
paviaU,36,3.0,2,0.9297124600638977
paviaU,36,5.0,2,0.9299462323696719
paviaU,36,10.0,2,0.928413725031819
paviaU,36,1.0,3,0.9262058754772852
paviaU,36,3.0,3,0.9274007117067976
paviaU,36,5.0,3,0.9259721031715109
paviaU,36,10.0,3,0.9245954440375075
paviaU,36,1.0,4,0.9262837995792098
paviaU,36,3.0,4,0.929452713057482
paviaU,36,5.0,4,0.926153926076002
paviaU,36,10.0,4,0.9269331670952492
paviaU,36,1.0,5,0.926829268292683
paviaU,36,3.0,5,0.9317644614145822
paviaU,36,5.0,5,0.922361619782332
paviaU,36,10.0,5,0.9240240006233928
paviaU,36,1.0,6,0.9253746850567547
paviaU,36,3.0,6,0.9271149899997403
paviaU,36,5.0,6,0.9311150938985429
paviaU,36,10.0,6,0.9242837476298086
paviaU,36,1.0,7,0.9217642016675758
paviaU,36,3.0,7,0.9274007117067976
paviaU,36,5.0,7,0.9273227876048729
paviaU,36,10.0,7,0.9192186810047014
paviaU,36,1.0,8,0.9245694693368659
paviaU,36,3.0,8,0.9225174679861815
paviaU,36,5.0,8,0.9285695732356685
paviaU,36,10.0,8,0.9315826385100912
paviaU,36,1.0,9,0.9309852203953349
paviaU,36,3.0,9,0.9277124081144965
paviaU,36,5.0,9,0.923218784903504
paviaU,36,10.0,9,0.9232447596041455
paviaU,38,1.0,0,0.9242317982285254
paviaU,38,3.0,0,0.9296605106626146
paviaU,38,5.0,0,0.9244136211330164
paviaU,38,10.0,0,0.9278942310189875
paviaU,38,1.0,1,0.923582430712486
paviaU,38,3.0,1,0.9327255253383204
paviaU,38,5.0,1,0.9276864334138549
paviaU,38,10.0,1,0.9282578768279696
paviaU,38,1.0,2,0.9286994467388764
paviaU,38,3.0,2,0.924439595833658
paviaU,38,5.0,2,0.9275046105093638
paviaU,38,10.0,2,0.926153926076002
paviaU,38,1.0,3,0.9278682563183459
paviaU,38,3.0,3,0.9229850125977298
paviaU,38,5.0,3,0.9310891191979013
paviaU,38,10.0,3,0.9310631444972597
paviaU,38,1.0,4,0.9276864334138549
paviaU,38,3.0,4,0.9247253175407153
paviaU,38,5.0,4,0.9216083534637264
paviaU,38,10.0,4,0.924439595833658
paviaU,38,1.0,5,0.9265175718849841
paviaU,38,3.0,5,0.9229850125977298
paviaU,38,5.0,5,0.918569313488662
